family	feature	value
ct-ok	len_9	1
ct-ok	suf1_y	1
ct-ok	suf2_hy	1
ct-ok-qok	n_obs	1
ct-ok-qok	len_11	1
ct-ok-qok	suf1_r	1
ct-ok-qok	suf2_or	1
ct-otc-tc-tch	n_obs	1
ct-otc-tc-tch	len_12	1
ct-otc-tc-tch	suf1_l	1
ct-otc-tc-tch	suf2_ol	1
ct-pc	n_obs	4
ct-pc	len_7	0.25
ct-pc	len_8	0.75
ct-pc	suf1_y	1
ct-pc	suf2_hy	0.75
ct-pc	suf2_ty	0.25
ct-tc-tch	n_obs	1
ct-tc-tch	len_5	1
ct-tc-tch	suf1_y	1
ct-tc-tch	suf2_hy	1
ct-yc	n_obs	1
ct-yc	len_6	1
ct-yc	suf1_l	1
ct-yc	suf2_ol	1
ct-yc-ych	n_obs	2
ct-yc-ych	len_8	1
ct-yc-ych	suf1_y	1
ct-yc-ych	suf2_hy	1
dc	n_obs	6
dc	len_5	0.166666667
dc	len_6	0.166666667
dc	len_7	0.666666667
dc	suf1_r	0.166666667
dc	suf1_y	0.833333333
dc	suf2_dy	0.333333333
dc	suf2_hy	0.5
dc	suf2_or	0.166666667
dc-dch	n_obs	120
dc-dch	len_4	0.208333333
dc-dch	len_5	0.458333333
dc-dch	len_6	0.125
dc-dch	len_7	0.125
dc-dch	len_8	0.075
dc-dch	len_9	0.008333333
dc-dch	suf1_d	0.025
dc-dch	suf1_g	0.008333333
dc-dch	suf1_l	0.225
dc-dch	suf1_m	0.033333333
dc-dch	suf1_n	0.058333333
dc-dch	suf1_o	0.033333333
dc-dch	suf1_r	0.208333333
dc-dch	suf1_s	0.025
dc-dch	suf1_y	0.383333333
dc-dch	suf2_al	0.033333333
dc-dch	suf2_am	0.016666667
dc-dch	suf2_ar	0.058333333
dc-dch	suf2_as	0.008333333
dc-dch	suf2_dy	0.1
dc-dch	suf2_eo	0.008333333
dc-dch	suf2_hd	0.008333333
dc-dch	suf2_hm	0.008333333
dc-dch	suf2_ho	0.025
dc-dch	suf2_hy	0.266666667
dc-dch	suf2_in	0.058333333
dc-dch	suf2_ir	0.008333333
dc-dch	suf2_ly	0.008333333
dc-dch	suf2_od	0.008333333
dc-dch	suf2_og	0.008333333
dc-dch	suf2_ol	0.191666667
dc-dch	suf2_om	0.008333333
dc-dch	suf2_or	0.133333333
dc-dch	suf2_os	0.016666667
dc-dch	suf2_ty	0.008333333
dc-dch	suf2_yd	0.008333333
dc-dch	suf2_yr	0.008333333
dc-dch-ee	n_obs	1
dc-dch-ee	len_8	1
dc-dch-ee	suf1_s	1
dc-dch-ee	suf2_es	1
dc-dch-ee-ke-ok-oke	n_obs	1
dc-dch-ee-ke-ok-oke	len_9	1
dc-dch-ee-ke-ok-oke	suf1_y	1
dc-dch-ee-ke-ok-oke	suf2_sy	1
dc-dch-ee-oe	n_obs	1
dc-dch-ee-oe	len_9	1
dc-dch-ee-oe	suf1_y	1
dc-dch-ee-oe	suf2_hy	1
dc-dch-hc-shc	n_obs	1
dc-dch-hc-shc	len_9	1
dc-dch-hc-shc	suf1_y	1
dc-dch-hc-shc	suf2_hy	1
dc-dch-he	n_obs	1
dc-dch-he	len_7	1
dc-dch-he	suf1_y	1
dc-dch-he	suf2_hy	1
dc-dch-ke-ok-oke	n_obs	1
dc-dch-ke-ok-oke	len_7	1
dc-dch-ke-ok-oke	suf1_y	1
dc-dch-ke-ok-oke	suf2_ey	1
dc-dch-ke-yk	n_obs	1
dc-dch-ke-yk	len_7	1
dc-dch-ke-yk	suf1_y	1
dc-dch-ke-yk	suf2_ey	1
dc-dch-ok	n_obs	5
dc-dch-ok	len_7	0.4
dc-dch-ok	len_8	0.6
dc-dch-ok	suf1_l	0.2
dc-dch-ok	suf1_r	0.2
dc-dch-ok	suf1_y	0.6
dc-dch-ok	suf2_hr	0.2
dc-dch-ok	suf2_hy	0.6
dc-dch-ok	suf2_ol	0.2
dc-dch-op	n_obs	1
dc-dch-op	len_8	1
dc-dch-op	suf1_l	1
dc-dch-op	suf2_ol	1
dc-dch-tc-tch	n_obs	1
dc-dch-tc-tch	len_9	1
dc-dch-tc-tch	suf1_y	1
dc-dch-tc-tch	suf2_hy	1
dc-dch-yk	n_obs	1
dc-dch-yk	len_6	1
dc-dch-yk	suf1_y	1
dc-dch-yk	suf2_ky	1
dc-dch-yk-ykc	n_obs	2
dc-dch-yk-ykc	len_8	0.5
dc-dch-yk-ykc	len_9	0.5
dc-dch-yk-ykc	suf1_y	1
dc-dch-yk-ykc	suf2_hy	1
ee	n_obs	735
ee	len_10	0.008163265
ee	len_3	0.013605442
ee	len_4	0.070748299
ee	len_5	0.282993197
ee	len_6	0.33877551
ee	len_7	0.208163265
ee	len_8	0.058503401
ee	len_9	0.019047619
ee	suf1_d	0.028571429
ee	suf1_e	0.001360544
ee	suf1_g	0.004081633
ee	suf1_l	0.05170068
ee	suf1_m	0.013605442
ee	suf1_n	0.027210884
ee	suf1_o	0.02585034
ee	suf1_r	0.05170068
ee	suf1_s	0.088435374
ee	suf1_y	0.707482993
ee	suf2_al	0.014965986
ee	suf2_am	0.00952381
ee	suf2_an	0.004081633
ee	suf2_ar	0.028571429
ee	suf2_dl	0.001360544
ee	suf2_do	0.001360544
ee	suf2_dy	0.349659864
ee	suf2_ed	0.020408163
ee	suf2_ee	0.001360544
ee	suf2_eg	0.002721088
ee	suf2_em	0.004081633
ee	suf2_en	0.004081633
ee	suf2_eo	0.023129252
ee	suf2_er	0.002721088
ee	suf2_es	0.057142857
ee	suf2_ey	0.330612245
ee	suf2_ho	0.001360544
ee	suf2_hs	0.001360544
ee	suf2_hy	0.004081633
ee	suf2_il	0.001360544
ee	suf2_in	0.019047619
ee	suf2_ir	0.001360544
ee	suf2_ky	0.002721088
ee	suf2_ly	0.006802721
ee	suf2_od	0.006802721
ee	suf2_ol	0.032653061
ee	suf2_or	0.019047619
ee	suf2_os	0.024489796
ee	suf2_oy	0.002721088
ee	suf2_ry	0.001360544
ee	suf2_sd	0.001360544
ee	suf2_sy	0.008163265
ee	suf2_ty	0.001360544
ee	suf2_yg	0.001360544
ee	suf2_yl	0.001360544
ee	suf2_ys	0.005442177
ee-he	n_obs	399
ee-he	len_10	0.007518797
ee-he	len_11	0.002506266
ee-he	len_4	0.027568922
ee-he	len_5	0.348370927
ee-he	len_6	0.4160401
ee-he	len_7	0.115288221
ee-he	len_8	0.060150376
ee-he	len_9	0.022556391
ee-he	suf1_d	0.022556391
ee-he	suf1_e	0.030075188
ee-he	suf1_k	0.005012531
ee-he	suf1_l	0.05764411
ee-he	suf1_m	0.002506266
ee-he	suf1_n	0.01754386
ee-he	suf1_o	0.030075188
ee-he	suf1_p	0.002506266
ee-he	suf1_r	0.045112782
ee-he	suf1_s	0.042606516
ee-he	suf1_t	0.007518797
ee-he	suf1_y	0.736842105
ee-he	suf2_al	0.012531328
ee-he	suf2_ar	0.022556391
ee-he	suf2_as	0.002506266
ee-he	suf2_ay	0.002506266
ee-he	suf2_do	0.005012531
ee-he	suf2_dy	0.233082707
ee-he	suf2_ed	0.01754386
ee-he	suf2_ee	0.030075188
ee-he	suf2_ek	0.005012531
ee-he	suf2_en	0.005012531
ee-he	suf2_eo	0.025062657
ee-he	suf2_ep	0.002506266
ee-he	suf2_es	0.037593985
ee-he	suf2_et	0.007518797
ee-he	suf2_ey	0.426065163
ee-he	suf2_fy	0.002506266
ee-he	suf2_hy	0.010025063
ee-he	suf2_in	0.012531328
ee-he	suf2_ky	0.035087719
ee-he	suf2_ly	0.007518797
ee-he	suf2_od	0.005012531
ee-he	suf2_ol	0.042606516
ee-he	suf2_om	0.002506266
ee-he	suf2_or	0.022556391
ee-he	suf2_os	0.002506266
ee-he	suf2_oy	0.002506266
ee-he	suf2_rl	0.002506266
ee-he	suf2_sy	0.002506266
ee-he	suf2_ty	0.015037594
ee-he-ke	n_obs	13
ee-he-ke	len_10	0.076923077
ee-he-ke	len_7	0.461538462
ee-he-ke	len_8	0.307692308
ee-he-ke	len_9	0.153846154
ee-he-ke	suf1_y	1
ee-he-ke	suf2_dy	0.153846154
ee-he-ke	suf2_ey	0.769230769
ee-he-ke	suf2_fy	0.076923077
ee-he-ke-ls-lsh	n_obs	1
ee-he-ke-ls-lsh	len_9	1
ee-he-ke-ls-lsh	suf1_y	1
ee-he-ke-ls-lsh	suf2_ey	1
ee-he-ke-ok-oke	n_obs	3
ee-he-ke-ok-oke	len_10	0.333333333
ee-he-ke-ok-oke	len_8	0.333333333
ee-he-ke-ok-oke	len_9	0.333333333
ee-he-ke-ok-oke	suf1_y	1
ee-he-ke-ok-oke	suf2_dy	0.666666667
ee-he-ke-ok-oke	suf2_ey	0.333333333
ee-he-ke-yk	n_obs	1
ee-he-ke-yk	len_9	1
ee-he-ke-yk	suf1_y	1
ee-he-ke-yk	suf2_dy	1
ee-he-lc	n_obs	1
ee-he-lc	len_11	1
ee-he-lc	suf1_y	1
ee-he-lc	suf2_ey	1
ee-he-ls-lsh	n_obs	30
ee-he-ls-lsh	len_10	0.066666667
ee-he-ls-lsh	len_6	0.233333333
ee-he-ls-lsh	len_7	0.433333333
ee-he-ls-lsh	len_8	0.133333333
ee-he-ls-lsh	len_9	0.133333333
ee-he-ls-lsh	suf1_d	0.033333333
ee-he-ls-lsh	suf1_l	0.066666667
ee-he-ls-lsh	suf1_n	0.033333333
ee-he-ls-lsh	suf1_s	0.1
ee-he-ls-lsh	suf1_y	0.766666667
ee-he-ls-lsh	suf2_al	0.033333333
ee-he-ls-lsh	suf2_dy	0.3
ee-he-ls-lsh	suf2_ed	0.033333333
ee-he-ls-lsh	suf2_es	0.066666667
ee-he-ls-lsh	suf2_ey	0.466666667
ee-he-ls-lsh	suf2_in	0.033333333
ee-he-ls-lsh	suf2_ol	0.033333333
ee-he-ls-lsh	suf2_os	0.033333333
ee-he-oe	n_obs	3
ee-he-oe	len_7	0.666666667
ee-he-oe	len_8	0.333333333
ee-he-oe	suf1_d	0.333333333
ee-he-oe	suf1_s	0.333333333
ee-he-oe	suf1_y	0.333333333
ee-he-oe	suf2_ed	0.333333333
ee-he-oe	suf2_es	0.333333333
ee-he-oe	suf2_ky	0.333333333
ee-he-oe-pc	n_obs	1
ee-he-oe-pc	len_11	1
ee-he-oe-pc	suf1_y	1
ee-he-oe-pc	suf2_ey	1
ee-he-ok	n_obs	2
ee-he-ok	len_7	0.5
ee-he-ok	len_9	0.5
ee-he-ok	suf1_a	0.5
ee-he-ok	suf1_y	0.5
ee-he-ok	suf2_da	0.5
ee-he-ok	suf2_ey	0.5
ee-he-op	n_obs	1
ee-he-op	len_6	1
ee-he-op	suf1_y	1
ee-he-op	suf2_ey	1
ee-he-tc-tch	n_obs	2
ee-he-tc-tch	len_8	0.5
ee-he-tc-tch	len_9	0.5
ee-he-tc-tch	suf1_y	1
ee-he-tc-tch	suf2_hy	1
ee-he-yk	n_obs	1
ee-he-yk	len_7	1
ee-he-yk	suf1_y	1
ee-he-yk	suf2_ey	1
ee-ke	n_obs	458
ee-ke	len_10	0.008733624
ee-ke	len_4	0.087336245
ee-ke	len_5	0.266375546
ee-ke	len_6	0.283842795
ee-ke	len_7	0.218340611
ee-ke	len_8	0.093886463
ee-ke	len_9	0.041484716
ee-ke	suf1_a	0.002183406
ee-ke	suf1_d	0.013100437
ee-ke	suf1_e	0.004366812
ee-ke	suf1_g	0.002183406
ee-ke	suf1_l	0.065502183
ee-ke	suf1_m	0.004366812
ee-ke	suf1_n	0.008733624
ee-ke	suf1_o	0.032751092
ee-ke	suf1_r	0.045851528
ee-ke	suf1_s	0.028384279
ee-ke	suf1_y	0.792576419
ee-ke	suf2_al	0.030567686
ee-ke	suf2_am	0.002183406
ee-ke	suf2_ar	0.015283843
ee-ke	suf2_as	0.002183406
ee-ke	suf2_da	0.002183406
ee-ke	suf2_de	0.002183406
ee-ke	suf2_dy	0.406113537
ee-ke	suf2_ed	0.013100437
ee-ke	suf2_ee	0.002183406
ee-ke	suf2_eg	0.002183406
ee-ke	suf2_em	0.002183406
ee-ke	suf2_eo	0.030567686
ee-ke	suf2_es	0.013100437
ee-ke	suf2_ey	0.373362445
ee-ke	suf2_ho	0.002183406
ee-ke	suf2_hy	0.008733624
ee-ke	suf2_in	0.008733624
ee-ke	suf2_ly	0.002183406
ee-ke	suf2_ol	0.034934498
ee-ke	suf2_or	0.028384279
ee-ke	suf2_os	0.013100437
ee-ke	suf2_ry	0.002183406
ee-ke	suf2_yr	0.002183406
ee-ke-ls-yk	n_obs	1
ee-ke-ls-yk	len_7	1
ee-ke-ls-yk	suf1_s	1
ee-ke-ls-yk	suf2_ls	1
ee-ke-oe	n_obs	6
ee-ke-oe	len_6	0.166666667
ee-ke-oe	len_7	0.333333333
ee-ke-oe	len_8	0.333333333
ee-ke-oe	len_9	0.166666667
ee-ke-oe	suf1_r	0.166666667
ee-ke-oe	suf1_s	0.166666667
ee-ke-oe	suf1_y	0.666666667
ee-ke-oe	suf2_dy	0.166666667
ee-ke-oe	suf2_ey	0.5
ee-ke-oe	suf2_or	0.166666667
ee-ke-oe	suf2_os	0.166666667
ee-ke-oe-ok-oke	n_obs	2
ee-ke-oe-ok-oke	len_8	1
